[pkrbot] pkrbot already available
[bot] init python=3.7.17
[bot] cwd=/home/lunaris/build/pokerbots/neuropoker
[bot] executable=/usr/bin/python3.7
[bot] sys.path[0:3]=['/home/lunaris/build/pokerbots/neuropoker', '/usr/lib/python37.zip', '/usr/lib/python3.7']
[bot] preflop decision action=CallAction equity=0.204 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.444
[bot] preflop decision action=RaiseAction equity=0.676 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=raise_medium roll=0.255
[bot] preflop decision action=RaiseAction equity=0.832 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=raise_strong roll=0.401
[bot] preflop decision action=CheckAction equity=0.364 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.719
[bot] preflop decision action=CallAction equity=0.414 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=call_light roll=0.179
[bot] preflop decision action=CheckAction equity=0.377 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.363
[bot] preflop decision action=FoldAction equity=0.183 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.363
[bot] preflop decision action=CallAction equity=0.322 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.363
[bot] preflop decision action=CheckAction equity=0.259 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.220
[bot] preflop decision action=CallAction equity=0.406 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.220
[bot] preflop decision action=CheckAction equity=0.094 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.943
[bot] preflop decision action=CallAction equity=0.294 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.943
[bot] preflop decision action=CallAction equity=0.217 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.943
[bot] preflop decision action=CheckAction equity=0.473 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.296
[bot] preflop decision action=CallAction equity=0.248 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.296
[bot] preflop decision action=CallAction equity=0.294 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.296
[bot] preflop decision action=CheckAction equity=0.173 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.922
[bot] preflop decision action=FoldAction equity=0.084 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.922
[bot] preflop decision action=CallAction equity=0.314 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.922
[bot] preflop decision action=CheckAction equity=0.367 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.688
[bot] preflop decision action=FoldAction equity=0.152 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.688
[bot] preflop decision action=CheckAction equity=0.289 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CallAction equity=0.237 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CallAction equity=0.338 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.308 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.223 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=CheckAction equity=0.312 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.563 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.180 pot_odds=0.497 continue_cost=398 pot_total=402 legal={<class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
[bot] preflop decision action=FoldAction equity=0.242 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.978
